symbol,shortName,industry,sector,longBusinessSummary,financialCurrency,previousClose,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,volume,averageVolume10days,dividendRate,dividendYield,exDividendDate,trailingAnnualDividendRate,trailingAnnualDividendYield,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,enterpriseValue,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,twoHundredDayAverage,profitMargins,bookValue,priceToBook,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,firstTradeDateEpochUtc,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,trailingPegRatio,netIncomeToCommon,1Y EBITDA Growth,5Y EBITDA Growth,1Y Total Revenue Growth,5Y Total Revenue Growth,1Y Net Income Growth,5Y Net Income Growth,1Y PreTax Income Growth,5Y PreTax Income Growth,FinancingCashFlow Activity,InvestingCashFlow Activity,OperatingCashFlow Activity,netIncomeMargin,% Away From 52High,% Away From 52Low,MarketCap_Crores,marketCategory
SOUTHBANK.NS,THE SOUTH INDIAN BANK LTD,Banks - Regional,Financial Services,"The South Indian Bank Limited provides various banking products and services in India. It operates through Treasury, Corporate/Wholesale Banking, Retail Banking, and Other Banking Operations segments. The company's personal banking products and services include savings and current accounts, term deposits, and unclaimed deposits/inoperative accounts; personal, car, home, gold, educational, property, and other loans, as well as one time settlement scheme for micro and small enterprises sector; and mutual funds. It also offers insurance products, such as life, health, and various credit risk insurance, as well as general insurance products, such as fire, liability, marine, motor, personal accident, and travel insurance products. In addition, the company provides money transfer services; various cards; and value added services, including SIB rewardz, KYC certification of mutual fund investors, SIB e-academia, 3-in-one trading KIT, green pin, SIB feebook, branch banking, FX-retail, KYC updation, NETC FASTag, sovereign gold bonds, credit and debit cards, ATM cum shopping card, mobile and internet banking, demat, pension system, online trading, APY/NPS lite, SIB collect, SIB travel card, PAN service agency, cash management, direct debit, tax payment and savings investments, and safe deposit locker services, as well as distributes capital gain bonds and tax free bonds. The company's NRI banking services comprise NRE and NRO rupee accounts, and foreign currency deposits; e-services; remittances and payments; money transfers; and value added services, as well as portfolio investment schemes. Its business banking services include normal and premium accounts, SIB merchant plus, and trader smart current accounts; working capital, long term, non-fund based, supply chain, and SIB commercial vehicle loans; international finance; and merchant acquiring services. It has a network of branches and ATMs/CRMs. The company was incorporated in 1929 and is headquartered in Thrissur, India.",INR,23.12,23.43,42.0,27.0,33.66667,33.0,7251230,11221413.0,0.3,0.012999999,1724112000.0,,,0.056599997,2.47,0.642,4.4207544,4.7333336,-21986805760.0,22.27,40.15,1.2780159,26.655695,0.25246,35.887,0.65288264,5.3,4.52,-0.458,,913607100,buy,6.0,109448003584.0,41.786,,26091599872.0,,,47985258496,,20.861,0.01039,0.14693,,-34860101632.0,-0.053,0.077,,,0.36046,,12114157568,,,0.22423801822875583,0.1419996206822898,0.380348872874039,5.428716030318987,0.3792567838447085,5.547384365194206,-21476087000.0,-19859081000.0,70752058000.0,0.25245581555030744,0.7136150234741783,0.052088010776829785,6132.5918208,Small Cap
AMIORG.NS,AMI ORGANICS LIMITED,Specialty Chemicals,Basic Materials,"Ami Organics Limited engages in the research and development, manufacture, and sale of pharmaceutical intermediates in India and internationally. The company offers pharma intermediates for use in regulated and generic active pharmaceutical ingredients for anti-retroviral, anti-inflammatory, anti-psychotic, anti-cancer, anti-Parkinson's, antidepressant, and anticoagulant applications, as well as in new chemical entities. It also provides specialty chemicals for use in agrochemicals, cosmetics, and polymers; and parabens and parabens formulation, salicylic acid, and other special chemicals that are used in cosmetics, dyes, polymers and agrochemical, animal foods, and personal care industries. Ami Organics Limited exports its products. The company was founded in 2004 and is based in Surat, India.",INR,2147.5,2124.15,2500.0,1847.0,2129.2,2055.0,137669,343629.0,3.0,0.0014,1726185600.0,,,0.1289,,-0.059,91.597664,44.05122,82833154048.0,1004.45,2184.15,10.67137,1389.9084,0.11436,302.037,7.0327477,23.19,48.28,10.166,56.185,1631591100,none,5.0,2795137024.0,70.231,1474286976.0,61679000.0,2.686,3.877,8148064768,0.509,225.529,0.066,0.10312,-1823576448.0,1155876992.0,,0.432,0.41564998,0.18094,0.17066,,931795968,-0.1814412277971897,0.09362250516965338,0.16304250842457957,0.37358066787504346,-0.41519779756680597,-0.032660541850543866,-0.26985837795239087,0.04728676550549172,2393636000.0,-3653935000.0,1251697000.0,0.11435794811787142,0.028246592754749056,1.114739409627159,8695.1010304,Small Cap
SHAREINDIA.NS,SHARE IND. SECURITIES LTD,Capital Markets,Financial Services,"Share India Securities Limited operates as a financial services company in India. The company offers broking and depository services, including equity, derivative, commodity, currency, valuations, initial public offering, merger and acquisitions, and advisory services; vehicle, mirco-finance, and SME loans; and life and general insurances, as well as wealth management services. It also provides demat and trading account, and online trading services. In addition, the company offers research analysis, mutual fund distribution, and portfolio management services, as well as engages in algo trading. Share India Securities Limited customers through various branches in India. The company was formerly known as FMS Securities Limited and changed its name to Share India Securities Limited in 2010. Share India Securities Limited was incorporated in 1994 and is based in Noida, India.",INR,285.35,289.65,,,,,447300,379388.0,1.7,0.006,1730937600.0,1.7,0.005957596,0.081099994,,0.097,13.064952,,36571447296.0,261.1,405.28,3.9146678,313.44394,0.28335,109.709,2.6401663,22.17,,2.265,,1600659900,none,,26191628288.0,127.268,,3892229120.0,3.26,3.289,16146305024,17.128,86.343,0.15201001,0.26147,,-1496412032.0,-0.149,0.223,0.69042,,0.38434,,4574988800,0.3111418117025418,1.3285307053518094,0.31988029274326635,0.6779084818382594,0.2937283722950068,1.4227535655772725,0.2795975967379057,1.464444794656833,3757541000.0,-493832000.0,-3104502000.0,0.28334586725567856,0.39920593820127737,0.10934507851397912,6320.7419904,Small Cap
AVL.NS,ADITYA VISION LIMITED,Specialty Retail,Consumer Cyclical,"Aditya Vision Limited engages in the retail trade of electronic products in India. It sells consumer electronics; digital gadgets, such as mobile phones, laptops, and tablets; entertainment solutions, including televisions, sound bars, home theaters, cameras, and accessories; home appliances comprising air conditioners, air coolers, refrigerators, and washing machines; and small appliances/cooking and kitchen appliances consisting of chimneys, air fryers, cooktops, and dishwashers, as well as mobility and IT products. The company was incorporated in 1999 and is headquartered in Patna, India.",INR,476.6,461.65,609.0,534.0,560.75,550.0,62925,157011.0,,,,,,,,0.014,61.717915,40.377563,58164305920.0,412.65,504.0,2.9835246,455.51154,0.04658,37.969,12.158603,7.48,,2.922,34.405,1730864700,strong_buy,4.0,175486000.0,1.369,1690568448.0,3186455040.0,,,19908423680,65.467,161.92,,,,,0.32,0.386,0.15878001,0.08492,0.08656,,927302016,0.28026356835531696,0.6814409702878508,0.31844768425486925,0.44354272523720345,0.20153719034033332,0.9229933087790081,0.2404648020160648,0.9678380078465715,683591000.0,-482049000.0,-61211000.0,0.04657837460690409,0.0917361637604246,0.1187446988973706,5939.7271552,Small Cap
GHCL.NS,GHCL LIMITED,Chemicals,Basic Materials,"GHCL Limited, together with its subsidiaries, manufactures and sells inorganic chemicals in India and internationally. The company offers light soda ash, a basic industrial alkali chemical used in soap and detergents, pulp and paper, iron and steel, aluminum cleaning compounds, water softening and dyeing, in fiber-reactive dyes, effluent treatment, and chemicals products; dense soda ash for use in glass manufacturing, silicate, ultramarine, and other chemical industries; and refined sodium bicarbonate for use in food, food dyes, poultry and animal feed, leather tanning, fire extinguishers, vegetable cleaning, blasting of metals, manufacture of chemicals, pharma, deodorizers, and personal and oral care products. It also provides edible and industrial grade salt products. In addition, the company trades in various chemicals, such as sodium tripolyphosphate, sodium lignosulfonate, PVC resin, titanium dioxide, citric acid, EVA, flour and sand, kaolin clay, and borax pentahydrate. It sells its products under the LION, i-FLO, and Sapan brands. GHCL Limited was incorporated in 1983 and is based in Noida, India.",INR,575.55,605.5,643.0,643.0,643.0,643.0,275845,120644.0,12.0,0.0208,1719792000.0,,,0.2155,2.17,0.334,10.878549,7.255842,49178226688.0,434.95,726.8,1.7866738,560.195,0.16338,333.674,1.8146454,55.66,77.8,1.515,6.481,820467900,hold,1.0,10180500480.0,107.045,7588100096.0,1772999936.0,3.183,4.634,32451100672,5.587,340.9,0.10982,0.17909001,5055237632.0,8455399936.0,0.084,-0.016,0.42273998,0.23382999,0.23099001,,5301899776,-0.315271539654042,0.2634431858841875,-0.24304379145583074,0.12644610184731733,-0.3045542542288252,0.47812666094280226,-0.32231032125768966,0.4569643056419086,-3376700000.0,-5340400000.0,7970300000.0,0.1633812002122527,0.20033030553261755,0.39211403609610307,5797.9531264,Small Cap
TDPOWERSYS.NS,TD POWER SYSTEMS LTD.,Specialty Industrial Machinery,Industrials,"TD Power Systems Limited, together with its subsidiaries, manufactures and sells AC generators and electric motors in India, Japan, the United States, Europe, and Turkey. It operates through Manufacturing Business; and Project Business segments. The company offers steam turbine, gas turbine, hydro turbine, wind turbine, gas engine, and diesel engine generators; induction, traction, and synchronous motors; and spare parts. It also provides replacement and refurbishment services; and after sales services, such as commissioning, overhauling, and repair services, as well as engages in the engineering, procurement, and construction business. The company serves the renewable energy industry comprising water, geothermal energy, wind, heat recovery, biomass, and waste-to-energy; sugar and ethanol industry; oil and gas industry; railway industry; pulp, paper, and textiles industry; marine industry; steel industry; irrigation industry; and thermal energy industry. TD Power Systems Limited was incorporated in 1999 and is headquartered in Bengaluru, India.",INR,450.95,460.9,,,,,1592711,780896.0,1.2,0.0027,1731283200.0,1.2,0.002661049,0.1269,0.99,0.674,53.22171,43.276997,68166647808.0,256.95,479.5,6.6240535,365.44,0.12473,49.41,9.328072,8.66,10.65,6.273,37.181,1315453500,none,,2332994048.0,14.923,1833355008.0,100000.0,1.402,2.289,10867243008,0.001,69.513,0.09315,0.18986,350718752.0,586171008.0,0.263,0.12,0.34273,0.16870001,0.1659,,1355449984,0.21670823967257613,0.4216949370008895,0.14904454458944982,0.22356275291167818,0.22246036918862583,0.5393634247993558,0.2520764760734378,0.6238935520174399,-156939000.0,-325953000.0,840013000.0,0.1247280458348245,0.04035582555868955,0.7937341895310372,7198.5201152,Small Cap
RALLIS.NS,RALLIS INDIA LTD,Agricultural Inputs,Basic Materials,"Rallis India Limited manufactures and markets agri-input in India and internationally. The company offers crop protection products, including insecticides, herbicides, fungicides, and bio pesticide; organic fertilizers and plant growth nutrients; seeds, such as maize, watermelon, cauliflower, cabbage, bottle gourd, cucumber, bitter gourd, chilli, okra, tomato, millet, paddy, and cotton; and animal nutrition products. It also provides household products, such as Termex, an insecticide for termite control; Sentry, a chemical composition pest control; and Ralligel plus, a chemical spray for cockroach control. In addition, the company offers contract manufacturing services for crop protection chemicals, specialty chemicals, polymers, and intermediates. It sells its products through a network of dealers and retailers. The company was incorporated in 1948 and is based in Mumbai, India. Rallis India Limited operates as a subsidiary of Tata Chemicals Limited.",INR,325.7,327.95,417.0,198.0,288.76923,300.0,191348,520689.0,2.5,0.0077,1717372800.0,,,0.3259,1.12,0.554,42.86928,27.976809,62158053376.0,226.15,378.7,2.3251722,305.284,0.054229997,98.949,3.314334,7.65,11.93,2.264,19.537,1025495100,none,13.0,2289999872.0,11.777,3181499904.0,680000000.0,0.996,1.824,27453800448,3.534,141.255,0.04422,0.0794,1414612480.0,2330700032.0,0.191,0.115,0.39726,0.11589,0.14655,,1488700032,0.41334657055294166,-0.0405502315761161,-0.10909940032217454,0.0294206436437898,0.6083315205568849,-0.11768465036971054,0.5277582572030921,-0.1184410545954449,-1843100000.0,-1022700000.0,2690700000.0,0.05422564481809116,0.15474919957310562,0.45014370992703956,6383.4812416,Small Cap
STLTECH.NS,STERLITE TECHNOLOGIES LTD,Communication Equipment,Technology,"Sterlite Technologies Limited, together with its subsidiaries manufactures and sells telecom products in India and internationally. It operates through Optical Networking Business, Global Service Business, and Digital and Technology Solutions segments. The company designs and manufactures optical fibres, optical fibre cables, specialty cables, and optical interconnect products. It also offers fiber roll out, end to end system integration, and network deployment, network engineering, network fulfillment, assurance and field services; data center networks, cloud services, RAN, and security services; and digital and technology solutions, which enables digital transformation of telcos and enterprises. In addition, the company provides enterprise LAN solutions; access network distribution solutions; and operates Neox communication platform. Sterlite Technologies Limited was founded in 1988 and is based in Pune, India. Sterlite Technologies Limited is a subsidiary of Twin Star Overseas Ltd.",INR,117.41,117.66,170.0,110.0,140.0,140.0,750378,1544143.0,1.0,0.0069999998,1691452800.0,,,,1.38,1.016,,17.823385,81890000896.0,109.5,157.9,1.12807,130.0023,-0.0395,58.76,2.0023828,-4.54,5.54,1.609,24.3,976247100,none,2.0,4809999872.0,9.62,3369999872.0,27869999104.0,0.751,1.062,50880000000,94.86,113.945,0.00398,-0.076469995,826249984.0,2700000000.0,,-0.053,0.48074,0.06623,0.04792,,-1920000000,-0.3875802997858672,-0.10335122529803188,-0.20544918998527245,0.04327466764954723,-1.3617021276595744,-0.3950460425212667,-1.2317460317460318,-0.3973313695579752,-6910000000.0,-2090000000.0,7910000000.0,-0.03773584905660377,0.3420023797382288,0.07452054794520535,5739.6199424,Small Cap
PRINCEPIPE.NS,PRINCE PIPES FITTINGS LTD,Building Products & Equipment,Industrials,"Prince Pipes and Fittings Limited manufactures and sells piping solutions in India. It offers chlorinated polyvinyl chloride (CPVC) hot and cold potable water plumbing systems, unplasticized polyvinyl chloride (UPVC) plumbing systems, and reclaim piping systems; CPVC and poly propylene random copolymer plumbing and industrial systems; poly propylene (PP) drainage system; low noise PP drainage system; low noise soil, waste, and rainwater (SWR) piping system; SWR sealing pipes; and roof water piping systems. The company also provides underground drainage piping system, UPVC underground drainage piping system, inspection chambers, underground double wall corrugated pipes, and FRP manhole and chamber covers; agriculture pressure pipes and fittings, borewell systems, and high density poly ethylene pipes, fitting, and valves; and linear low density poly ethylene water storage tanks. In addition, it offers electrical conduit pipes and fittings, cable ducting pipes, surface drainage systems and pipes; polytetra methylene terephthalate bathware-faucets and showers; and sanitaryware. The company provides its products under the Prince, Trubore, and Aquel brand names. Prince Pipes and Fittings Limited was incorporated in 1987 and is headquartered in Mumbai, India.",INR,424.4,428.4,741.0,480.0,605.06665,632.0,153643,149789.0,1.0,0.0023999999,1725408000.0,,,0.084,,0.905,35.90947,22.275373,47478484992.0,418.65,776.0,1.8340149,593.01776,0.05091,142.199,3.0126793,11.93,,1.836,17.767,1577677500,buy,15.0,1189500032.0,10.756,2672280064.0,1735090048.0,0.938,2.363,25852819456,11.034,256.112,0.05209,0.087139994,-1917675008.0,139940000.0,-0.792,-0.052,0.28206,0.103369996,0.029140001,,1316269952,0.3166196550067418,-0.032627250258177386,-0.05247421620289986,0.07949203537341425,0.5030101876940563,-0.059106290646375036,0.4788068502375016,-0.06170858571676896,475300000.0,-1257570000.0,328980000.0,0.0509139807455127,0.811391223155929,0.023289143676101798,4741.445632,Small Cap
JAICORPLTD.NS,JAI CORP LIMITED,Specialty Chemicals,Basic Materials,"Jai Corp Limited primarily engages in the plastic processing business in India and internationally. The company operates through five segments: Steel, Plastic Processing, Spinning, Asset Management Activity, and Real Estate. It offers polypropylene and polyethylene woven products, including discharge, filling, lift loop, liner, and stites type flexible intermediate bulk containers and woven sacks; and fabrics, such as geo-textiles, industrial fabrics, and landscape textiles, as well as open, duffel, rigid standalone loop, and customized bags. The company also produces, processes, and trades in steel products comprising galvanized coils, and plain and corrugated sheets. In addition, it produces yarn in blends that consists of polyester, polyester/viscose, viscose, acrylic, polyester/acrylic, and polyester/viscose/acrylic for various applications comprising apparel, home furnishings, carpets, industrial applications, etc. Further, the company engages in the special economic zone development, infrastructure, venture capital, land and buildings development, and investment advisory activities; and provision of masterbatches. It also exports its products. The company was incorporated in 1985 and is based in Mumbai, India.",INR,338.0,367.05,,,,,3510963,1219001.0,0.5,0.0015,1724716800.0,,,0.1462,0.56,0.351,98.66935,,57226555392.0,249.05,438.3,13.205378,335.97,0.12445,70.072,5.2381835,3.72,,11.731,68.179,1025495100,none,,2373998080.0,13.303,839362496.0,,,,4878247936,,27.34,,,,,1.484,0.052,0.33944,0.17206,0.14044,,610798016,3.6977589710754155,-0.15520229462670831,-0.22097444130849356,-0.006017650341578237,-4.8591692144873,-0.14428827918072099,13.941232700220274,-0.14536455645504945,-111811000.0,-299859000.0,409840000.0,0.12520848140835455,0.1941152431548836,0.47380044167837787,6441.9106816,Small Cap
THANGAMAYL.NS,THANGAMAYIL JEWELLERY LTD,Luxury Goods,Consumer Cyclical,"Thangamayil Jewellery Limited operates a chain of retail jewelry stores in India. The company offers gold, diamond, silver, and platinum jewelries, as well as silver articles and gold coins. It is also involved in the manufacture and sale of jewelry, and other accessories and products. In addition, the company offers balanced gold saving schemes. It also offers its products through online. The company was founded in 1947 and is based in Madurai, India.",INR,1981.25,2003.55,2722.0,2500.0,2595.0,2563.0,46786,52427.0,12.0,0.0061000003,1721260800.0,6.0,0.0030283912,0.2879,1.08,1.159,57.789158,24.684393,60564815872.0,1140.0,2650.0,1.2872843,1706.9775,0.02231,188.196,10.646082,34.67,32.15,1.417,29.449,1266551100,none,3.0,1765799936.0,64.395,2056600064.0,8001999872.0,0.151,1.369,42742300672,155.059,1557.254,0.07418,0.19794,-1230850048.0,740499968.0,,0.187,0.09054,0.04812,-0.00659,,953600000,0.40412452905016855,0.15095317332705946,0.2138681384910628,0.3680744236596843,0.545522949586155,0.14111812547785854,0.5293681675004632,0.13709464841150765,-2928200000.0,-296500000.0,3303800000.0,0.022310450888402753,0.32265229218137814,0.7575000000000001,5502.1490176,Small Cap
RAIN.NS,RAIN INDUSTRIES LIMITED,Chemicals,Basic Materials,"Rain Industries Limited, together with its subsidiaries, manufactures and sells carbon, advanced materials, and cement products in India and internationally. It offers calcined petroleum coke, coal tar pitch, green petroleum coke, and derivatives of coal tar distillation, including carbon black, creosote, naphthalene, and other aromatic oils, as well as generates electricity and steam from waste-heat recovery process. The company also provides engineered products comprising CARBORES, PETRORES, LiONCOAT, and sealer coatings; chemical intermediates, such as refined naphthalene, phthalic anhydride, modifiers, benzene, toluene, xylene, solvents, and fuel additives; and resin products, including carbon, pure, and hydrogenated hydrocarbon resins, as well as phenolics for specialty chemicals, coatings, adhesives, construction, automotive, lithium-ion batteries, energy storage, petroleum, and other industries. In addition, it offers ordinary cement and Portland pozzolana cement for construction under the Priya Cement brand. The company was formerly known as Rain Commodities Limited and changed its name to Rain Industries Limited in July 2013. Rain Industries Limited was incorporated in 1974 and is based in Hyderabad, India.",INR,150.68,151.49,,,,,568432,1125730.0,1.0,0.0066000004,1724112000.0,1.0,0.0066365814,,0.77,1.073,,-99.66448,123196211200.0,130.05,219.6,0.32250315,167.88245,-0.09631,210.576,0.71940774,-45.25,-1.52,0.78,11.624,1029123900,none,,15019480064.0,44.695,10598420480.0,85184430080.0,,,157992435712,116.499,469.595,,,,,,-0.054,0.4195,0.06708,0.02397,,-15216109568,-0.6975027725194048,-0.16156803685189702,-0.1365328663075355,0.24546131919279693,-1.6519370657806478,-0.8934440767727221,-1.2072774632218821,-0.5222864744114775,-21146560000.0,-6959560000.0,30634880000.0,-0.09630910175811848,0.449600633705195,0.16485966935793916,5095.3056256,Small Cap
GUJALKALI.NS,GUJARAT ALKALIES & CHEM,Chemicals,Basic Materials,"Gujarat Alkalies and Chemicals Limited engages in the manufacture and marketing of various chemical products in India. It provides caustic soda lye, caustic soda flakes and prills, sodium sulphate, hydrochloric acid, sodium hypochlorite, liquid chlorine, and compressed hydrogen gas; caustic potash lye and flakes, and potassium carbonate powder and granules; hydrogen peroxide; and chlorinated paraffin and anhydrous aluminum chloride. The company also offers methylene chloride, carbon tetrachloride, methyl chloride, and chloroform; bleachwin, scalewin, poly aluminium chloride, biowin, and bleaching powder; sodium chlorate; food and technical grade phosphoric acid; and hydrazine hydrate. In addition, it provides chloromethanes, chlorotoluene, benzyl alcohol, benzyl chloride, benzaldehyde; and sells scrap materials. The company's products are used in various industries, such as textile, pulp and paper, soap and detergent, alumina, water treatment, petroleum, plastic, fertilizer, pharmaceutical, agrochemical, plant protection, dyes and dyes intermediates, refrigeration gas, epoxy, etc. It exports its products. Chemicals Limited was incorporated in 1973 and is based in Vadodara, India.",INR,766.95,780.25,,,,,26236,44818.0,23.55,0.0278,1726704000.0,,,,2.05,0.458,,9.009815,60293058560.0,645.0,900.0,1.4851023,784.3285,-0.058029998,843.814,0.9246706,-30.52,86.6,1.562,35.67,915162300,none,,2932600064.0,40.005,1690308992.0,6028299776.0,0.536,1.065,38602743808,9.746,525.808,-0.016280001,-0.03677,-247633744.0,3181665024.0,,0.071,0.25362,0.04379,0.0231,,-2240225024,-0.8793871133540813,-0.23919751477850795,-0.15881621404931728,0.19311605478165683,-1.5782044796947003,-0.8096745069858545,-1.432275559221832,-0.7601029780898859,-2773006000.0,-899998000.0,666165000.0,-0.05803279256889863,0.15347644985581543,0.20968992248062013,5732.9025024,Small Cap
KOVAI.NS,Kovai Medical Center & Ho,,,"Kovai Medical Center and Hospital Limited provides hospital services in India. The company operates in two segments, Healthcare Services and Education Services. It operates various medical facilities, which provide services related to emergency care, cardiology, oncology, gynaecology and obstetrics, neurology, nephrology, urology, and ENT, as well as orthopaedics, gastroenterology and hepatology, emergency and trauma, and pediatrics. The company also offers preventive health check-ups and wellness programs to promote early diagnosis and better health management. In addition, it operates a medical college in Coimbatore. Further, it serves out-patients, in-patients and common public. Kovai Medical Center and Hospital Limited was incorporated in 1985 and is based in Coimbatore, India.",INR,2576.65,2581.0,,,,,5780,,,,,,,,,0.729,20.739254,,29855242240.0,1629.95,2850.0,2.711921,2338.0593,0.15501,889.637,2.9011831,124.45,,2.294,8.174,1627011900,none,,2540230912.0,232.128,3652590080.0,4198622976.0,0.993,1.076,13013206016,43.127,1189.344,0.11279,0.22992,4457875.0,3491772928.0,0.168,0.136,0.51146,0.28068,0.20673001,,2017171968,0.27490704887975037,0.25760170852387126,0.1833202913255446,0.23285100533561398,0.5525330817916472,0.4378570490722839,0.5304526030489647,0.41556407991460514,-2434917000.0,-1381723000.0,3441326000.0,0.15500960835629946,0.10422316931421927,0.583484155955704,3529.078784,Small Cap
RSYSTEMS.NS,R SYS INTERNATIONAL LTD,Information Technology Services,Technology,"R Systems International Limited, a digital product engineering company, designs and builds chip-to-cloud software products and platforms. The company offers automation and process optimization, digital transformation, data analytics, and cloud services. It also offers digital product engineering, quality engineering, embedded and firmware, cloud, devops, automation and digital ops, mobile experience design, data and artificial intelligence, and enterprise packaged services. The company serves SaaS, and Internet companies, as well as product companies in telecom, media, finance, public services, and health verticals in North America, Europe, South East Asian countries, India, and internationally. R Systems International Limited was incorporated in 1993 and is based in Noida, India. The company is a subsidiary of BCP Asia II Topco II Pte. Ltd.",INR,469.9,470.15,600.0,600.0,600.0,600.0,315661,193363.0,13.0,0.0277,1731974400.0,12.5,0.026601406,1.0987,4.9,0.152,40.356224,33.109154,56934039552.0,390.1,599.0,3.2571487,476.973,0.08078,50.904,9.236012,11.65,,3.331,23.724,1146023100,none,1.0,1719350016.0,14.554,2399892480.0,734049984.0,,,17090910208,8.699,144.378,,,,,-0.097,-0.029,0.30756,0.14042,0.11638,,1380530048,0.2539743754552856,0.35527998054764653,0.11128351379540331,0.3043134288979409,0.0030426471746336295,0.23760274167980863,0.17551437789805885,0.35959232738522084,-409090000.0,-2227850000.0,2113640000.0,0.08077568901823581,0.27406146974369894,0.20520379389900012,5566.7638272,Small Cap
JSFB.NS,JANA SMALL FIN BANK LTD,Banks - Regional,Financial Services,"Jana Small Finance Bank Limited provides various banking products and services to individuals and enterprises in India. It operates through Treasury, Corporate/Wholesale Banking, Retail Banking, and Other Banking Operations segments. The company offers current and savings accounts; fixed, recurring, and other deposits; and loans, such as two-wheeler, group, business, gold, home improvement, agri group and individual, and home loans, as well as consumer education on loan overdue concepts. It also offers life, general, and health insurance products; cards; and investment and payment services, as well as mobile, internet, and corporate internet banking services. The company was formerly known as Janalakshmi Financial Services Limited and changed its name to Jana Small Finance Bank Limited in March 2018. The company was founded in 1999 and is headquartered in Bengaluru, India.",INR,412.9,415.15,615.0,580.0,597.5,597.5,184216,116133.0,,,,,,,,,5.9992776,5.7026095,59826151424.0,365.0,760.9,1.7814196,551.67175,0.29652,369.264,1.1242634,69.2,,2.452,,1707882300,none,2.0,18819229696.0,179.985,,35472510976.0,,,24403017728,,259.747,0.02352,0.22507,,-25213020160.0,-0.399,0.057,,,0.15804,,7236020224,,,0.18492189216816246,0.27382419218365667,1.6156850396899964,2.7552371067441648,1.0093872631844187,2.039357413045484,334756000.0,-7800860000.0,7068989000.0,0.29652153289621214,0.832831506684331,0.1373972602739726,4347.201536,Small Cap
SIS.NS,SIS LIMITED,Security & Protection Services,Industrials,"SIS Limited, together with its subsidiaries, provides security and related services in India, Australia, Singapore, and New Zealand. The company operates through three segments: Security Services (India), Security Services (International), and Facility Management. It offers manned guarding, training, physical security, and paramedic and emergency response services; loss prevention, asset protection, and mobile patrols; and facility management services, such as cleaning, housekeeping, and pest control management services. The company also provides cash logistics services, including cash-in-transit, door step banking, ATM cash replenishment, cash handling and processing, and secure transportation of precious items and bullion; and alarm monitoring and response services, such as installation of electronic security devices and systems. It serves steel/ metals, power, mining, oil and gas, energy resources, PSUs, IT/BPO, BFSI, telecom, education, auto, manufacturing, logistics, transportation, healthcare and pharma, hospitality and retail, FMCG, food and beverage, paper, commerce/industrial, government, defense, education entertainment, and railways industries. The company was formerly known as Security and Intelligence Services (India) Limited and changed its name to SIS Limited in January 2021. SIS Limited was incorporated in 1985 and is based in New Delhi, India.",INR,378.9,379.2,520.0,405.0,474.5,486.5,42419,34085.0,,,1583193600.0,,,,,0.225,34.757107,13.928743,63423889408.0,364.0,541.75,0.4335121,425.8305,0.01255,181.246,2.092184,10.91,26.9,0.503,12.082,1502336700,none,4.0,8031810048.0,55.717,5249520128.0,16835749888.0,0.854,1.193,126097326080,64.437,872.296,0.04126,0.06221,2815842560.0,6253649920.0,-0.074,0.064,0.15958,0.04163,0.03144,,1582840064,0.09970545417611809,-0.062022971608458065,0.08070357436861987,0.11445953810676186,-0.4513682593846802,-0.15997555257564564,-0.0456108946684918,-0.14551845512653147,-3401960000.0,-1044140000.0,3944170000.0,0.012552526791851223,0.4286656118143459,0.04175824175824183,5466.4716288,Small Cap
UEL.NS,UJAAS ENERGY LIMITED,Solar,Technology,"Ujaas Energy Limited engages in the generation of solar power in India. It operates through Solar Power Generation and Maintenance; Manufacturing and Sale of Solar Power Plant; and Electric Vehicle (EV) segments. The company develops, operates, owns, and maintains a portfolio of solar energy power plants under the UJAAS brand; and provides engineering, procurement, and construction services; and land and liasioning services. It also provides transformers, including convertor and special purpose transformers, power transformers, distribution transformers, and arc furnace and induction furnace transformers; and manufactures and sells electric scooters. The company was formerly known as M and B Switchgears Limited and changed its name to Ujaas Energy Limited in August 2013. Ujaas Energy Limited was founded in 1979 and is headquartered in Indore, India.",INR,528.25,528.25,,,,,260,48.0,,,1505088000.0,,,,,1.183,207.97244,,77062922240.0,20.68,1200.0,274.44925,495.96976,1.4954,6.772,78.00502,2.54,,298.334,3007.451,1319082300,none,,162992000.0,1.238,25624000.0,185067008.0,,,258311008,20.762,1.95,,,,,,-0.125,0.52563,0.0992,0.06803,,386276992,3.618533946779408,-0.5858947486523564,-0.11326831496295699,-0.06876390308423015,-2.6035775599490503,-0.6505066636872585,-0.9212579540641632,-0.3211455894757793,-1212818000.0,-8104000.0,1250002000.0,1.4953950084852752,1.2716516800757218,24.544003868471954,7089.3264896,Small Cap
